Код,Группа,Наименование,Стоимость услуги,Наименование лаборатории,Дата
060768,Аутоантитела,"Антитела к париетальным клеткам желудка (PCA) IgG, количественное определение",1 670 р.,CMD,17.12.2023
060767,Аутоантитела,"Ревматоидный фактор (RF), IgA; количественное определение",1 420 р.,CMD,17.12.2023
060766,Аутоантитела,"Ревматоидный фактор (RF), IgM, количественное определение",1 420 р.,CMD,17.12.2023
060764,Аутоантитела,"Антитела к деамидированному глиадину (DGP) IgA, количественное определение",1 225 р.,CMD,17.12.2023
060763,Аутоантитела,"Антитела к деамидированному глиадину (DGP) IgG, количественное определение",1 225 р.,CMD,17.12.2023
060761,Аутоантитела,"Антитела к сахаромицетам IgG (Saccharomyces Cerevisae, ASCA), качественное определение",1 335 р.,CMD,17.12.2023
060760,Аутоантитела,"Антитела к сахаромицетам IgA (Saccharomyces Cerevisae, ASCA), качественное определение",1 335 р.,CMD,17.12.2023
060758,Аутоантитела,"Антитела к Sm-антигену, качественное определение",1 740 р.,CMD,17.12.2023
060739,Аутоантитела,Антитела к аннексину V (Anti-Annexin V) класса IgM,1 450 р.,CMD,17.12.2023
060738,Аутоантитела,Антитела к аннексину V (Anti-Annexin V) класса IgG,1 450 р.,CMD,17.12.2023
060737,Аутоантитела,Антитела к b-2 гликопротеину I (Anti-beta-2-Glycoprotein I) класса IgM,1 370 р.,CMD,17.12.2023
060736,Аутоантитела,Антитела к b-2 гликопротеину I (Anti-beta-2-Glycoprotein I) класса IgG,1 370 р.,CMD,17.12.2023
060735,Аутоантитела,Антитела к кардиолипину (Anticardiolipin antibodies) класса IgM,1 245 р.,CMD,17.12.2023
060734,Аутоантитела,Антитела к кардиолипину (Anticardiolipin antibodies) класса IgG,1 245 р.,CMD,17.12.2023
060733,Аутоантитела,Антитела к модифицированному цитруллинированному виментину (Mutated Citrullinated Vimentin),1 750 р.,CMD,17.12.2023
060730,Аутоантитела,Антитела к циклическому цитрулиновому пептиду (Cyclic citrullinated peptide antibodies) - anti-CCP,1 715 р.,CMD,17.12.2023
060717,Аутоантитела,"Антитела к рецепторам ТТГ (TSH receptor autoantibodies), количественное определение",1 710 р.,CMD,17.12.2023
060716,Аутоантитела,Антитела к декарбоксилазе глутаминовой кислоты (anti-GAD),1 895 р.,CMD,17.12.2023
060715,Аутоантитела,"Антитела к инсулину (Insulin Autoantibodies), IgG",1 255 р.,CMD,17.12.2023
060714,Аутоантитела,Антитела к бета-клеткам поджелудочной железы (Islet Cell Cytoplasmic Autoantibodies),1 740 р.,CMD,17.12.2023
060713,Аутоантитела,Антитела к тканевой трансглутаминазе (Tissue Transglutaminase Аutoantibodies) класса IgG,1 320 р.,CMD,17.12.2023
060712,Аутоантитела,Антитела к тканевой трансглутаминазе (Tissue Transglutaminase Аutoantibodies) класса IgA,1 320 р.,CMD,17.12.2023
060711,Аутоантитела,Антитела к микросомальной фракции печени и почек (Liver Kidney Microsome) - LKM-1,1 675 р.,CMD,17.12.2023
060710,Аутоантитела,Антитела к антигенам мембраны митохондрий (Antimitochondrial Antibody) - AMA-M2,1 445 р.,CMD,17.12.2023
060709,Аутоантитела,"Антитела к фосфолипидам (APL-screen), раздельное количественное определение IgM и IgG",1 900 р.,CMD,17.12.2023
060705,Аутоантитела,"Антитела к ядерным антигенам (скрининг), полуколичественное определение",1 220 р.,CMD,17.12.2023
060704,Аутоантитела,Антитела к односпиральной ДНК (Single Strand Anti-DNA Antibody),1 250 р.,CMD,17.12.2023
060703,Аутоантитела,"Антитела к двухспиральной ДНК (Double Strand Anti-DNA Antibody), IgG",1 020 р.,CMD,17.12.2023
060702,Аутоантитела,"Антитела к тиреопероксидазе (АТ-ТПО, антиТПО, Anti-Thyroid Peroxidase Autoantibodies, Anti-TPO) IgG, количественное определение",650 р.,CMD,17.12.2023
060701,Аутоантитела,"Антитела к тиреоглобулину (Anti-Tg, АТ-ТГ, антиТГ, anti-thyroglobulin autoantibodies) Ig G, количественное определение",650 р.,CMD,17.12.2023
110207,Биохимические исследования кала,"Анализ кала на углеводы, полуколичественное исследование",750 р.,CMD,17.12.2023
090203,Биохимические исследования кала,"Панкреатическая эластаза-1 (Эластаза 1, Elastase 1, Faecal elastase 1)",2 450 р.,CMD,17.12.2023
090202,Биохимические исследования кала,Кальпротектин (Fecal Calprotectin),3 290 р.,CMD,17.12.2023
100014,Гемостазиологические исследования,Протеин S (Protein S),2 630 р.,CMD,17.12.2023
100013,Гемостазиологические исследования,Протеин C (Protein C),2 300 р.,CMD,17.12.2023
100007,Гемостазиологические исследования,D-димер (D-dimer),1 310 р.,CMD,17.12.2023
100006,Гемостазиологические исследования,"Волчаночный антикоагулянт (Анализ на волчаночный антикоагулянт, ВА, Lupus Anticoagulant, LA)",1 060 р.,CMD,17.12.2023
100005,Гемостазиологические исследования,Тромбиновое время (Thrombin Time),285 р.,CMD,17.12.2023
100004,Гемостазиологические исследования,"Активированное частичное тромбопластиновое время (АЧТВ, АПТВ, Активированное частичное (парциальное) тромбопластиновое время, Activated Partial Thromboplastin Time, APTT)",280 р.,CMD,17.12.2023
100003,Гемостазиологические исследования,Антитромбин III (Antithrombin III),450 р.,CMD,17.12.2023
100001,Гемостазиологические исследования,Фибриноген (Fibrinogen),310 р.,CMD,17.12.2023
100002,Гемостазиологические исследования,"Протромбин, МНО (Протромбиновый индекс, ПТИ, ПТИ+МНО, Prothrombin, Международное нормализованное отношение, INR)",315 р.,CMD,17.12.2023
180050,Генетические исследования,Генетическая предрасположенность к целиакии. Типирование генов HLA II класса (гаплотипы DQ2/DQ8),5 510 р.,CMD,17.12.2023
180049,Генетические исследования,"Ген рецептора витамина D (VDR). Выявление полиморфизма G>A (BsmI), rs1544410",1 145 р.,CMD,17.12.2023
180101,Генетические исследования,Варфарин. Определение терапевтической дозы,5 205 р.,CMD,17.12.2023
180044,Генетические исследования,"Болезнь Крона. Исследование полиморфизмов в генах: NOD2 (R702W C>T), NOD2 (G908R G>C), NKX2-3 (A>G), PTPN2 (T>G)",5 160 р.,CMD,17.12.2023
180043,Генетические исследования,"Типирование генов HLA II класса (локусы DRB1, DQA1, DQB1). Обследование пары на совместимость",12 630 р.,CMD,17.12.2023
180042,Генетические исследования,Типирование генов HLA II класса (локус DRB1). Предрасположенность к аутоиммунным заболеваниям,3 630 р.,CMD,17.12.2023
180041,Генетические исследования,"Генетическая предрасположенность к болезни Альцгеймера. Исследование полиморфизмов в гене APOE (C112R T>C), (R158C C>T)",2 715 р.,CMD,17.12.2023
180040,Генетические исследования,Липидный обмен. Генетическая предрасположенность к дислипидемии и развитию атеросклероза,10 990 р.,CMD,17.12.2023
180039,Генетические исследования,Прогноз эффективности терапии бронхиальной астмы с помощью бета 2- адреномиметиков. Исследование полиморфизма rs1042713 в гене ADRB2,1 860 р.,CMD,17.12.2023
180038,Генетические исследования,Молекулярно-генетическое исследование HLA-B27 при диагностике аутоиммунных болезней,2 370 р.,CMD,17.12.2023
180037,Генетические исследования,Мужское бесплодие. Генетическая диагностика азооспермии. Исследование микроделеций в AZF локусе Y хромосомы,4 440 р.,CMD,17.12.2023
180036,Генетические исследования,Генетические факторы риска невынашивания и осложнений беременности,6 650 р.,CMD,17.12.2023
180035,Генетические исследования,Генетически обусловленная непереносимость лактозы. Исследование полиморфизма в гене LCT (-13910C>T),1 485 р.,CMD,17.12.2023
180034,Генетические исследования,Спортивная генетика. Индивидуальные особенности для выбора эффективного и безопасного режима тренировок с заключением врача - генетика,8 570 р.,CMD,17.12.2023
180033,Генетические исследования,Бьюти профиль. Генетическая картина красоты и здоровья с заключением врача - генетика,8 570 р.,CMD,17.12.2023
180032,Генетические исследования,Генетическая предрасположенность к остеопорозу,5 440 р.,CMD,17.12.2023
180031,Генетические исследования,Генетическая предрасположенность к ишемической болезни сердца,6 370 р.,CMD,17.12.2023
180030,Генетические исследования,Генетическая предрасположенность к избыточному весу,5 390 р.,CMD,17.12.2023
180024,Генетические исследования,Генетическая предрасположенность к сахарному диабету 2 типа. Дополнительный профиль,6 920 р.,CMD,17.12.2023
180021,Генетические исследования,Генетическая предрасположенность к сахарному диабету 1 типа,6 480 р.,CMD,17.12.2023
180020,Генетические исследования,Генетическая предрасположенность к артериальной гипертензии,5 050 р.,CMD,17.12.2023
180016,Генетические исследования,"Выявление полиморфизмов в генах, связанных с фолатным циклом",4 500 р.,CMD,17.12.2023
180015,Генетические исследования,"Полиморфизмы в генах, кодирующие агрегационные факторы системы свертывания крови",5 050 р.,CMD,17.12.2023
